tap_here_to_submit_and_get_more_tasks,Tap here to submit completed tasks and get more tasks...,সম্পূৰ্ণ কৰা কামবোৰ জমা দিবলৈ আৰু নতুন কাম পাবলৈ ইয়াত টিপক...,সম্পূর্ণ হওয়া কাজগুলি জমা দিতে এবং আরও কাজ পেতে এখানে ট্যাপ  করুন…,,પૂર્ણ થયેલા કાર્યો સબમિટ કરવા અને વધુ કાર્યો મેળવવા માટે અહીં        ટૅપ કરો…,पूरे किए गए काम को सबमिट करने और अधिक कार्य प्राप्त करने के लिए यहां टैप करें…,ಪೂರ್ಣಗೊಂಡ ಕಾರ್ಯಗಳನ್ನು ಸಲ್ಲಿಸಲು ಮತ್ತು ಹೆಚ್ಚಿನ ಕಾರ್ಯಗಳನ್ನು ಪಡೆಯಲು        ಇಲ್ಲಿ ಟ್ಯಾಪ್ ಮಾಡಿ…,പൂർത്തിയാക്കിയ ടാസ്ക്കുകൾ സമർപ്പിക്കാനും കൂടുതൽ ടാസ്ക്കുകൾ  ലഭിക്കുവാനായും ഇവിടെ ടാപ്പ് ചെയ്യുക.,पूर्ण झालेली टास्क सबमिट करण्यासाठी आणि आणखी टास्क मिळवण्यासाठी येथे टॅप करा…,ସମାପ୍ତ କାର୍ଯ୍ୟଗୁଡିକ ଦାଖଲ କରିବାକୁ ଏବଂ ଅଧିକ କାର୍ଯ୍ୟ ପାଇବାକୁ ଏଠାରେ        ଟ୍ୟାପ୍ କରନ୍ତୁ …,ਮੁਕੰਮਲ ਕੀਤੇ ਕਾਰਜ ਜਮ੍ਹਾਂ ਕਰਨ ਅਤੇ ਹੋਰ ਕਾਰਜ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਇੱਥੇ ਟੈਪ ਕਰੋ…,முடிக்கப்பட்ட பணிகளைச் சமர்ப்பிக்கவும் மேலும் பணிகளைப் பெறவும்        இங்கே தட்டவும்…,పూర్తయిన టాస్క్‌లను సమర్పించడానికి మరియు మరిన్ని టాస్క్‌లను పొందడానికి ఇక్కడ నొక్కండి...,पूरा भइल काम सबमिट करे खातिर आ अउरी काम पावे खातिर इहाँ टैप करीं...,Matchotgimin kamrangko submit ka·na iano sikdepbo aro kamrangko man·dapbo.
do_you_wish_to_continue_with_task,Do you wish to continue with the task?,আপুনি কামটো আগবঢ়াই নিব বিচাৰেনে?,আপনি কি কাজটি চালিয়ে যেতে চান?,,શું તમે કાર્ય ચાલુ રાખવા માંગો છો?,क्या आप कार्य जारी रखना चाहते हैं?,ನೀವು ಕಾರ್ಯವನ್ನು ಮುಂದುವರಿಸಲು ಬಯಸುವಿರಾ?,ടാസ്ക് തുടരാൻ നിങ്ങൾ ആഗ്രഹിക്കുന്നുണ്ടോ?,तुम्हाला कार्य सुरू ठेवायचे आहे का?,ଆପଣ କାର୍ଯ୍ୟ ଜାରି ରଖିବାକୁ ଚାହୁଁଛନ୍ତି କି?,ਕੀ ਤੁਸੀਂ ਕੰਮ ਨੂੰ ਜਾਰੀ ਰੱਖਣਾ ਚਾਹੁੰਦੇ ਹੋ?,நீங்கள் பணியைத் தொடர விரும்புகிறீர்களா?,మీరు టాస్క్ ని కొనసాగించాలనుకుంటున్నారా?,का रउरा एह काम के आगे बढ़ावे के चाहत बानी?,Na·a kamko dakangkuna skama?
task_introduction,Task Introduction,টাস্ক ইন্ট্ৰডাকশ্যন,কাজের  ভূমিকা,,કાર્ય પરિચય,कार्य परिचय,ಕಾರ್ಯ ಪರಿಚಯ,ടാസ്കിന്റെ ആമുഖം,कार्य परिचय,କାର୍ଯ୍ୟ ପରିଚୟ,ਕਾਰਜ ਦੀ ਜਾਣ-ਪਛਾਣ,பணி அறிமுகம்,టాస్క్ పరిచయం,काम के परिचय,Kamko talatani
task_configuration,Task Configuration,টাস্ক কনফিগাৰেশ্বন,কাজের  রূপরেখা,,કાર્ય રૂપરેખાંકન,कार्य कॉन्फ़िगरेशन,ಕಾರ್ಯ ಸಂರಚನೆ,ടാസ്കിന്റെ രൂപരേഖ,कार्य कॉन्फिगरेशन,କାର୍ଯ୍ୟ କନଫିଗରେସନ,ਕਾਰਜ ਸੰਰਚਨਾ,பணி கட்டமைப்பு,టాస్క్ కాన్ఫిగరేషన్,कार्य कंफीग्रेशन,Task configuration
task_tutorial,Task Tutorial,টাস্ক টিউট'ৰিয়েল,কাজের  টিউটোরিয়াল,,કાર્ય માર્ગદર્શિકા,कार्य ट्यूटोरियल,ಟಾಸ್ಕ್ ಟ್ಯುಟೋರಿಯಲ್,ടാസ്കിന്റെ പരിശീലനം,टास्क ट्यूटोरियल,କାର୍ଯ୍ୟ ଟୁଟୋରିଆଲ,ਟਾਸਕ ਟਿਊਟੋਰਿਅਲ,பணி பயிற்சி,టాస్క్ శిక్షణ,कार्य के ट्यूटोरियल,Task tutorial
how_to_use_app,How to use Karya app?,Karya এপ কেনেদৰে ব্যৱহাৰ কৰিব?,Karya অ্যাপ কীভাবে ব্যবহার করবেন?,,કાર્યા એપનો ઉપયોગ કેવી રીતે કરવો?,Karya ऐप का उपयोग कैसे करें?,ಕಾರ್ಯ ಅಪ್ಲಿಕೇಶನ್ ಅನ್ನು ಹೇಗೆ ಬಳಸುವುದು?,Karya ആപ്പ് എങ്ങനെ ഉപയോഗിക്കാം?,Karya ॲप कसे वापरावे?,Karya ଆପ୍ ବ୍ୟବହାର କିପରି କରି ପାରିବେ ?,Karya ਐਪ ਦੀ ਵਰਤੋਂ ਕਿਵੇਂ ਕਰੀਏ?,Karya செயலியைய் எவ்வாறு பயன்படுத்துவது?,Karya యాప్ ఎలా ఉపయోగించాలి?,कार्या ऐप के इस्तेमाल कईसे कईल जाला?,Maidake Karya appko jakkalgen?
tutorial_video_not_available,Tutorial video not available!,টিউট'ৰিয়েল ভিডিঅ' উপলব্ধ নহয়!,টিউটোরিয়াল ভিডিও উপলব্ধ নয়!,,માર્ગદર્શિકા વિડિયો ઉપલબ્ધ નથી!,ट्यूटोरियल वीडियो उपलब्ध नहीं है!,ಟ್ಯುಟೋರಿಯಲ್ ವೀಡಿಯೊ ಲಭ್ಯವಿಲ್ಲ!,പരിശീലന വീഡിയോ ലഭ്യമല്ല!,ट्यूटोरियल व्हिडिओ उपलब्ध नाही!,ଟୁଟୋରିଆଲ ଭିଡିଓ ଉପଲବ୍ଧ ନାହିଁ!,ਟਿਊਟੋਰਿਅਲ ਵੀਡੀਓ ਉਪਲਬਧ ਨਹੀਂ ਹੈ!,பயிற்சி வீடியோ கிடைக்கவில்லை!,శిక్షణ వీడియో అందుబాటులో లేదు!,ट्यूटोरियल वीडियो उपलब्ध नइखे!,Tutorial video dongja
not_interested,Not interested,আগ্ৰহী নহয়,আগ্রহী নই,,રસ નથી,दिलचस्पी नहीं है,ಆಸಕ್ತಿಯಿಲ್ಲ,താൽപ്പര്യമില്ല,आवड नाही.,ଆଗ୍ରହ ନାହିଁ,ਦਿਲਚਸਪੀ ਨਹੀਂ,ஆர்வம் இல்லை,ఆసక్తి లేదు,कवनो रुचि नइखे,Interest dongja
continue_to_test,Continue to test task,কাৰ্য্য পৰীক্ষা কৰা অব্যাহত ৰাখক,টেস্ট টাস্কে যান,,કાર્યને ચકાસવાનું ચાલુ રાખો,टेस्ट कार्य जारी रखें,ಪರೀಕ್ಷಾ ಕಾರ್ಯವನ್ನು ಮುಂದುವರಿಸಿ,ടെസ്റ്റ് ടാസ്കിലേക്ക് തുടരാനായി,चाचणी कार्य सुरू ठेवा,ଟେଷ୍ଟ କାର୍ଯ୍ୟ ଜାରି ରଖନ୍ତୁ,ਟੈਸਟ ਦੇ ਕੰਮ ਨੂੰ ਜਾਰੀ ਰੱਖੋ।,சோதனை பணியைத் தொடரவும்,పరీక్ష టాస్క్ కొనసాగించండి ,टेस्ट कार्य जारी रखे के बा,Test task-ko dakangkubo
continue_to_tutorial_task,Continue to tutorial task,টিউট'ৰিয়েল কাৰ্য্য অব্যাহত ৰাখক,টিউটোরিয়াল টাস্কে যান,,સૂચનાત્મક કાર્યને ચાલુ રાખો,ट्यूटोरियल कार्य जारी रखें,ಟ್ಯುಟೋರಿಯಲ್ ಕಾರ್ಯಕ್ಕೆ ಮುಂದುವರಿಯಿರಿ,പരിശീലന ടാസ്കിലേക്ക് തുടരാനായി,ट्यूटोरियल कार्य सुरू ठेवा,ଟୁଟୋରିଆଲ କାର୍ଯ୍ୟ ଜାରି ରଖନ୍ତୁ,ਟਿਊਟੋਰਿਅਲ ਕੰਮ ਨੂੰ ਜਾਰੀ ਰੱਖੋ।,பயிற்சிப் பணியைத் தொடரவும்,ట్యుటోరియల్ టాస్క్‌కి కొనసాగండి,ट्यूटोरियल कार्य जारी रखे के बा,Tutorial test-ko dakangkubo
test,Test,পৰীক্ষাৰ কাৰ্য্য,টেস্ট টাস্ক,,ટેસ્ટ કાર્ય,टेस्ट कार्य,ಪರೀಕ್ಷಾ ,ടെസ്റ്റ് ടാസ്ക്,चाचणी कार्य,ଟେଷ୍ଟ କାର୍ଯ୍ୟ,ਟੈਸਟ,சோதனை பணி,టెస్ట్ టాస్క్,टेस्ट,Test
main,Main,প্ৰধান কাৰ্য্য,মেইন টাস্ক,,મુખ્ય કાર્ય,मुख्य कार्य,ಮುಖ್ಯ  ,മെയിൻ ടാസ്ക്,मुख्य कार्य,ମୁଖ୍ୟ କାର୍ଯ୍ୟ,ਮੁੱਖ ਕੰਮ,முக்கிய பணி,ముఖ్య టాస్క్,मेन,Mongsonggipa
accepted,Accepted,গ্ৰহণ কৰা হৈছে,গৃহীত,,સ્વીકારેલ,स्वीकारा गया,ಸ್ವೀಕರಿಸಲಾಗಿದೆ,അംഗീകരിച്ചു,स्वीकारले,ଗ୍ରହଣ କରାଯାଇଛି,ਸਵੀਕਾਰ ਕੀਤਾ,ஏற்றுக்கொள்ளப்பட்டது,ఆమోదించబడింది,एक्सिप्टेड,Ra·chakaha
click_to_submit_completed_tasks,Click here to submit completed tasks,সম্পূৰ্ণ কাৰ্য্য সমূহ দাখিল কৰিবলৈ ইয়াত ক্লিক কৰক,সম্পূর্ণ হওয়া কাজ জমা দিতে এখানে ক্লিক করুন,,પૂર્ણ થયેલા કાર્યોને સબમિટ કરવા માટે અહિ ક્લિક કરો,पूरे किए गए काम को सबमिट करने के लिए यहां क्लिक करें,ಪೂರ್ಣಗೊಂಡ ಕಾರ್ಯಗಳನ್ನು ಸಲ್ಲಿಸಲು ಇಲ್ಲಿ ಕ್ಲಿಕ್ ಮಾಡಿ,പൂർത്തീകരിച്ച ടാസ്‌ക്കുകൾ സമർപ്പിക്കാൻ ഇവിടെ ക്ലിക്ക് ചെയ്യുക,पूर्ण केलेली कार्ये सबमिट करण्यासाठी येथे क्लिक करा,ସମାପ୍ତ କାର୍ଯ୍ୟଗୁଡିକ ଦାଖଲ କରିବାକୁ ଏଠାରେ କ୍ଲିକ୍ କରନ୍ତୁ,ਮੁਕੰਮਲ ਕੀਤੇ ਕੰਮਾਂ ਨੂੰ ਜਮ੍ਹਾਂ ਕਰਨ ਲਈ ਇੱਥੇ ਕਲਿੱਕ ਕਰੋ।,முடிக்கப்பட்ட பணிகளைச் சமர்ப்பிக்க இங்கே கிளிக் செய்யவும்,పూర్తయిన టాస్క్‌లను సమర్పించడానికి ఇక్కడ క్లిక్ చేయండి,पूरा भइल काम जमा करे खातिर एहिजा क्लिक करीं,Matchotgimin kamrangko submit ka·na iano sikdepbo.
task_completed_successfully,Congratulations! You have completed this task.,অভিনন্দন! আপুনি এই কামটো সম্পূৰ্ণ কৰিলে।,অভিনন্দন! আপনি এই কাজটি সম্পন্ন করেছেন।,,અભિનંદન! તમે આ કાર્ય પૂર્ણ કરેલ છે,बधाई! आपने यह कार्य पूरा कर लिया है।,ಅಭಿನಂದನೆಗಳು! ನೀವು ಈ ಕಾರ್ಯವನ್ನು ಪೂರ್ಣಗೊಳಿಸಿದ್ದೀರಿ.,അഭിനന്ദനങ്ങൾ! നിങ്ങൾ ഈ ടാസ്ക് പൂർത്തിയാക്കിയിരിക്കുന്നു ,अभिनंदन! आपण हे कार्य पूर्ण केले आहे.,ଅଭିନନ୍ଦନ! ଆପଣ ଏହି କାର୍ଯ୍ୟକୁ ସମାପ୍ତ କରି ଦେଲେ।,ਵਧਾਈਆਂ! ਤੁਸੀਂ ਇਹ ਕੰਮ ਪੂਰਾ ਕਰ ਲਿਆ ਹੈ।,வாழ்த்துகள்! இந்தப் பணியை நீங்கள் முடித்துவிட்டீர்கள்,అభినందనలు! మీరు ఈ పనిని పూర్తి చేసారు.,बधाई हो ! रउरा ई काम पूरा कर लिहले बानी.,Congratulations! Na·a kamko matchotaha.
